,,time,Unnamed: 0,time.4,time.3,time.2,time.1,5.03 BN – Nordbrücke (Südseite),5.04 BN – Nordbrücke (Nordseite),5.05 BN - Südbrücke (Südseite),5.06 BN – Südbrücke (Nordseite),5.07 BN - Estermannufer,5.10 BN – Bröhltalweg,5.11 BN - Brühler Straße,5.08 BN - Von-Sandt-Ufer,5.09 BN - Rhenusallee,5.01 BN – Kennedybrücke (Nordseite),5.02 BN - Kennedybrücke (Südseite) Barometer,Kennedybrücke,5.14 BN - Mc Cloy Weg,5.15 BN - Weg auf Damm Neil,5.13 BN - Wilhelm-Spiritus-Ufer,Südbrücke,Nordbrücke
18322,18322,18322,18322,18322,18322,18322,10.07.2019 21:30,4,3,17,13,6,7,10,18,28,48,69,117,10,33,37,30,7
18323,18323,18323,18323,18323,18323,18323,10.07.2019 21:45,7,2,37,23,8,8,1,29,18,33,57,90,15,27,42,60,9
18324,18324,18324,18324,18324,18324,18324,10.07.2019 22:00,2,6,14,18,2,9,13,19,22,54,63,117,7,34,24,32,8
18325,18325,18325,18325,18325,18325,18325,10.07.2019 22:15,3,2,23,12,3,12,6,13,10,31,58,89,2,13,36,35,5
18326,18326,18326,18326,18326,18326,18326,10.07.2019 22:30,4,4,6,13,1,5,3,7,20,25,64,89,6,19,33,19,8
18327,18327,18327,18327,18327,18327,18327,10.07.2019 22:45,0,1,4,7,0,3,7,7,13,30,31,61,0,10,12,11,1
18328,18328,18328,18328,18328,18328,18328,10.07.2019 23:00,4,2,2,2,0,6,4,6,9,20,35,55,1,12,4,4,6
18329,18329,18329,18329,18329,18329,18329,10.07.2019 23:15,4,0,3,2,1,7,6,4,6,15,31,46,1,10,6,5,4
18330,18330,18330,18330,18330,18330,18330,10.07.2019 23:30,1,0,3,0,2,2,8,1,3,13,23,36,0,4,5,3,1
18331,18331,18331,18331,18331,18331,18331,10.07.2019 23:45,0,1,4,0,0,0,0,1,0,8,20,28,0,3,8,4,1
18332,18332,18332,18332,18332,18332,18332,11.07.2019 00:00,0,0,0,3,2,0,7,1,1,12,15,27,1,1,3,3,0
18333,18333,18333,18333,18333,18333,18333,11.07.2019 00:15,0,0,0,2,0,3,4,0,1,9,9,18,0,2,5,2,0
18334,18334,18334,18334,18334,18334,18334,11.07.2019 00:30,0,0,0,1,0,0,0,5,1,6,12,18,0,1,1,1,0
18335,18335,18335,18335,18335,18335,18335,11.07.2019 00:45,0,1,1,1,0,0,3,2,1,3,7,10,1,2,0,2,1
18336,18336,18336,18336,18336,18336,18336,11.07.2019 01:00,1,0,0,0,0,0,3,0,0,3,6,9,1,0,0,0,1
18337,18337,18337,18337,18337,18337,18337,11.07.2019 01:15,1,0,0,0,0,0,1,1,0,6,3,9,1,0,2,0,1
18338,18338,18338,18338,18338,18338,18338,11.07.2019 01:30,0,0,1,0,0,1,0,1,0,4,3,7,0,1,1,1,0
18339,18339,18339,18339,18339,18339,18339,11.07.2019 01:45,1,0,1,0,0,0,4,0,1,5,4,9,1,0,2,1,1
18340,18340,18340,18340,18340,18340,18340,11.07.2019 02:00,0,0,1,0,0,0,0,4,0,2,3,5,1,4,1,1,0
18341,18341,18341,18341,18341,18341,18341,11.07.2019 02:15,0,0,0,0,0,0,2,1,0,0,4,4,0,0,3,0,0
18342,18342,18342,18342,18342,18342,18342,11.07.2019 02:30,1,1,0,0,0,0,0,1,0,2,2,4,0,3,0,0,2
18343,18343,18343,18343,18343,18343,18343,11.07.2019 02:45,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
18344,18344,18344,18344,18344,18344,18344,11.07.2019 03:00,0,0,0,1,0,0,0,1,0,4,4,8,0,0,0,1,0
18345,18345,18345,18345,18345,18345,18345,11.07.2019 03:15,2,0,0,0,0,0,2,0,0,2,1,3,0,0,1,0,2
18346,18346,18346,18346,18346,18346,18346,11.07.2019 03:30,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
18347,18347,18347,18347,18347,18347,18347,11.07.2019 03:45,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0
18348,18348,18348,18348,18348,18348,18348,11.07.2019 04:00,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
18349,18349,18349,18349,18349,18349,18349,11.07.2019 04:15,0,0,2,1,0,0,2,0,0,3,5,8,0,0,0,3,0
18350,18350,18350,18350,18350,18350,18350,11.07.2019 04:30,1,0,2,0,0,0,0,1,0,1,3,4,1,0,1,2,1
18351,18351,18351,18351,18351,18351,18351,11.07.2019 04:45,1,3,1,1,0,0,0,0,0,3,4,7,1,0,0,2,4
18352,18352,18352,18352,18352,18352,18352,11.07.2019 05:00,0,3,0,0,0,3,0,2,0,2,2,4,0,0,3,0,3
18353,18353,18353,18353,18353,18353,18353,11.07.2019 05:15,2,3,8,5,0,3,3,2,1,7,11,18,1,3,1,13,5
18354,18354,18354,18354,18354,18354,18354,11.07.2019 05:30,7,5,6,2,1,1,7,2,4,11,16,27,3,1,6,8,12
18355,18355,18355,18355,18355,18355,18355,11.07.2019 05:45,3,5,4,2,0,0,6,3,4,15,15,30,0,4,7,6,8
18356,18356,18356,18356,18356,18356,18356,11.07.2019 06:00,4,4,12,14,1,0,9,8,7,11,22,33,4,7,16,26,8
18357,18357,18357,18357,18357,18357,18357,11.07.2019 06:15,11,4,20,13,5,6,15,12,12,32,24,56,4,10,20,33,15
18358,18358,18358,18358,18358,18358,18358,11.07.2019 06:30,9,7,24,14,11,5,16,13,12,45,49,94,7,11,26,38,16
18359,18359,18359,18359,18359,18359,18359,11.07.2019 06:45,13,11,21,26,16,5,18,12,22,39,41,80,17,13,22,47,24
18360,18360,18360,18360,18360,18360,18360,11.07.2019 07:00,10,5,42,23,4,6,12,29,39,55,58,113,11,17,34,65,15
18361,18361,18361,18361,18361,18361,18361,11.07.2019 07:15,12,15,41,32,13,10,17,31,24,73,64,137,19,20,44,73,27
18362,18362,18362,18362,18362,18362,18362,11.07.2019 07:30,20,11,49,53,21,20,30,35,49,86,103,189,37,44,84,102,31
18363,18363,18363,18363,18363,18363,18363,11.07.2019 07:45,37,17,64,60,17,12,42,40,52,139,129,268,19,53,94,124,54
18364,18364,18364,18364,18364,18364,18364,11.07.2019 08:00,16,11,74,60,12,12,25,54,53,91,101,192,24,47,93,134,27
18365,18365,18365,18365,18365,18365,18365,11.07.2019 08:15,13,13,69,70,18,17,34,44,50,104,117,221,25,47,113,139,26
18366,18366,18366,18366,18366,18366,18366,11.07.2019 08:30,15,6,73,67,13,8,38,41,67,100,98,198,20,49,115,140,21
18367,18367,18367,18367,18367,18367,18367,11.07.2019 08:45,5,15,65,67,15,14,21,46,44,100,107,207,13,47,133,132,20
18368,18368,18368,18368,18368,18368,18368,11.07.2019 09:00,10,6,52,44,2,6,15,62,46,53,81,134,21,21,69,96,16
18369,18369,18369,18369,18369,18369,18369,11.07.2019 09:15,13,4,29,30,13,11,14,40,26,56,62,118,24,25,48,59,17
18370,18370,18370,18370,18370,18370,18370,11.07.2019 09:30,4,2,34,19,5,7,11,25,31,52,67,119,12,18,103,53,6
18371,18371,18371,18371,18371,18371,18371,11.07.2019 09:45,8,3,18,16,12,3,13,25,18,56,62,118,12,27,36,34,11
18372,18372,18372,18372,18372,18372,18372,11.07.2019 10:00,8,4,13,15,18,5,11,10,20,48,73,121,31,23,22,28,12
18373,18373,18373,18373,18373,18373,18373,11.07.2019 10:15,5,1,11,27,12,9,12,14,18,27,40,67,8,19,34,38,6
18374,18374,18374,18374,18374,18374,18374,11.07.2019 10:30,4,5,11,10,6,4,12,15,25,27,52,79,16,18,26,21,9
18375,18375,18375,18375,18375,18375,18375,11.07.2019 10:45,9,4,9,10,9,6,11,25,18,30,45,75,14,15,30,19,13
18376,18376,18376,18376,18376,18376,18376,11.07.2019 11:00,6,2,5,19,14,7,10,13,13,33,48,81,20,21,29,24,8
18377,18377,18377,18377,18377,18377,18377,11.07.2019 11:15,4,2,20,3,22,8,9,54,33,44,59,103,20,36,28,23,6
18378,18378,18378,18378,18378,18378,18378,11.07.2019 11:30,6,4,8,12,14,4,13,35,16,37,46,83,23,16,72,20,10
18379,18379,18379,18379,18379,18379,18379,11.07.2019 11:45,6,4,3,9,29,10,10,35,17,42,76,118,11,17,45,12,10
18380,18380,18380,18380,18380,18380,18380,11.07.2019 12:00,1,1,12,38,14,6,14,16,27,38,53,91,20,16,54,50,2
18381,18381,18381,18381,18381,18381,18381,11.07.2019 12:15,5,0,10,6,11,4,14,22,36,27,60,87,13,13,17,16,5
18382,18382,18382,18382,18382,18382,18382,11.07.2019 12:30,2,4,5,11,4,4,12,7,11,55,48,103,6,52,47,16,6
18383,18383,18383,18383,18383,18383,18383,11.07.2019 12:45,3,2,20,8,1,3,9,20,9,14,84,98,16,7,39,28,5
18384,18384,18384,18384,18384,18384,18384,11.07.2019 13:00,4,2,6,18,6,15,9,19,19,33,54,87,13,10,40,24,6
18385,18385,18385,18385,18385,18385,18385,11.07.2019 13:15,11,4,16,27,11,7,7,19,15,40,78,118,5,11,36,43,15
18386,18386,18386,18386,18386,18386,18386,11.07.2019 13:30,7,0,11,23,8,7,19,27,12,31,79,110,9,11,31,34,7
18387,18387,18387,18387,18387,18387,18387,11.07.2019 13:45,6,4,12,12,7,8,10,6,12,33,62,95,10,10,29,24,10
18388,18388,18388,18388,18388,18388,18388,11.07.2019 14:00,8,5,18,15,8,4,17,15,12,36,82,118,13,13,29,33,13
18389,18389,18389,18389,18389,18389,18389,11.07.2019 14:15,6,5,16,23,9,7,8,22,17,39,86,125,8,9,34,39,11
18390,18390,18390,18390,18390,18390,18390,11.07.2019 14:30,8,4,17,17,11,1,8,12,11,37,78,115,16,25,18,34,12
18391,18391,18391,18391,18391,18391,18391,11.07.2019 14:45,10,2,31,18,11,7,13,13,19,37,76,113,14,21,27,49,12
18392,18392,18392,18392,18392,18392,18392,11.07.2019 15:00,9,1,19,24,7,5,11,19,26,35,84,119,11,23,28,43,10
18393,18393,18393,18393,18393,18393,18393,11.07.2019 15:15,10,7,33,16,14,5,33,25,24,52,90,142,19,23,58,49,17
18394,18394,18394,18394,18394,18394,18394,11.07.2019 15:30,14,4,43,21,14,10,15,20,36,53,96,149,16,22,54,64,18
18395,18395,18395,18395,18395,18395,18395,11.07.2019 15:45,20,10,32,26,14,14,25,30,24,58,109,167,18,24,44,58,30
18396,18396,18396,18396,18396,18396,18396,11.07.2019 16:00,18,7,49,30,25,15,27,27,43,50,131,181,16,32,50,79,25
18397,18397,18397,18397,18397,18397,18397,11.07.2019 16:15,11,6,38,38,37,15,22,28,51,59,128,187,17,52,69,76,17
18398,18398,18398,18398,18398,18398,18398,11.07.2019 16:30,16,6,36,36,13,12,15,28,33,46,109,155,16,26,56,72,22
18399,18399,18399,18399,18399,18399,18399,11.07.2019 16:45,14,13,42,32,11,15,23,17,57,53,131,184,18,56,87,74,27
18400,18400,18400,18400,18400,18400,18400,11.07.2019 17:00,24,11,47,28,29,16,29,46,47,78,135,213,23,40,89,75,35
18401,18401,18401,18401,18401,18401,18401,11.07.2019 17:15,19,7,69,42,27,11,27,72,69,66,158,224,40,48,98,111,26
18402,18402,18402,18402,18402,18402,18402,11.07.2019 17:30,25,10,66,54,13,16,22,53,48,64,160,224,22,52,94,120,35
18403,18403,18403,18403,18403,18403,18403,11.07.2019 17:45,12,12,45,49,16,21,22,44,95,74,142,216,28,65,94,94,24
18404,18404,18404,18404,18404,18404,18404,11.07.2019 18:00,14,9,63,45,10,14,20,34,54,67,135,202,27,42,103,108,23
18405,18405,18405,18405,18405,18405,18405,11.07.2019 18:15,28,7,40,54,17,14,16,72,64,72,159,231,20,65,106,94,35
18406,18406,18406,18406,18406,18406,18406,11.07.2019 18:30,24,6,42,54,12,13,21,32,58,51,158,209,31,58,90,96,30
18407,18407,18407,18407,18407,18407,18407,11.07.2019 18:45,18,8,36,43,24,19,10,53,53,76,122,198,16,71,100,79,26
18408,18408,18408,18408,18408,18408,18408,11.07.2019 19:00,15,8,27,21,19,22,13,43,43,42,115,157,16,41,66,48,23
